m,y,locality,seg_phos,seg_psize,seg_pet,seg_mat,seg_decs,US_RockPhos,USCalcium,native.bio,exotic.bio
6.0,2010,Birch Hill Stream tributary,2.52,1.89,1177.22,89.38,2316.98,2.315,1.158,1,0
6.0,2010,Birch Hill Stream tributary,2.53,1.9,1175.54,89.4,2315.84,3.293,1.377,2,0
6.0,2010,Birch Hill Stream tributary,2.53,1.9,1175.54,89.4,2315.84,3.293,1.377,1,0
6.0,2010,Birch Hill Stream tributary,2.53,1.9,1175.54,89.4,2315.84,3.293,1.377,1,0
6.0,2010,Birch Hill Stream tributary,2.53,1.9,1175.54,89.4,2315.84,3.293,1.377,0,0
6.0,2010,Birch Hill Stream tributary,2.53,1.9,1175.54,89.4,2315.84,3.293,1.377,1,0
6.0,2010,Birch Hill Stream tributary,2.53,1.9,1175.54,89.4,2315.84,3.293,1.377,1,0
6.0,2010,Birch Hill Stream tributary,2.53,1.9,1175.54,89.4,2315.84,3.293,1.377,0,0
6.0,2010,Birch Hill Stream tributary,2.53,1.9,1175.54,89.4,2315.84,3.293,1.377,1,0
6.0,2010,Birch Hill Stream tributary,2.53,1.9,1175.54,89.4,2315.84,3.293,1.377,1,0
6.0,2010,Birch Hill Stream tributary,2.53,1.9,1175.54,89.4,2315.84,3.293,1.377,1,0
6.0,2010,Birch Hill Stream tributary,2.53,1.9,1175.54,89.4,2315.84,3.293,1.377,1,0
6.0,2010,Birch Hill Stream tributary,2.53,1.9,1175.54,89.4,2315.84,3.293,1.377,1,0
6.0,2010,Hoophorn Stream,0.54,0.41,1179.78,89.58,2316.97,2.5,1.045,1,0
6.0,2010,Hoophorn Stream,0.54,0.41,1179.78,89.58,2316.97,2.5,1.045,2,0
6.0,2010,Hoophorn Stream,0.54,0.41,1179.78,89.58,2316.97,2.5,1.045,0,0
7.0,2010,Ohau River,4.0,3.0,1149.09,91.8,2300.86,4.0,1.669,1,0
7.0,2010,Ohau River,4.0,3.0,1149.39,91.33,2300.68,4.0,1.529,1,0
7.0,2010,Ohau River,4.0,3.0,1149.39,91.33,2300.68,4.0,1.529,1,0
7.0,2010,Ohau River,4.0,3.0,1149.39,91.33,2300.68,4.0,1.529,0,0
7.0,2010,Ohau River,4.0,3.0,1149.39,91.33,2300.68,4.0,1.529,1,0
7.0,2010,Ohau River,4.0,3.0,1149.39,91.33,2300.68,4.0,1.529,1,0
7.0,2010,Ohau River,4.0,3.0,1149.39,91.33,2300.68,4.0,1.529,1,0
7.0,2010,Ohau River,4.0,3.0,1149.39,91.33,2300.68,4.0,1.529,0,1
7.0,2010,Ohau River,4.0,3.0,1149.39,91.33,2300.68,4.0,1.529,1,0
7.0,2010,Ohau River,4.0,3.0,1151.55,91.45,2301.82,3.894,1.19,0,1
7.0,2010,Ohau River,4.0,3.0,1151.55,91.45,2301.82,3.894,1.19,0,1
7.0,2010,Ohau River,4.0,3.0,1151.55,91.45,2301.82,3.894,1.19,1,0
7.0,2010,Ohau River,4.0,3.0,1151.55,91.45,2301.82,3.894,1.19,0,0
7.0,2010,Ohau River,4.0,3.0,1151.55,91.45,2301.82,3.894,1.19,0,2
7.0,2010,Ohau River,4.0,3.0,1151.55,91.45,2301.82,3.894,1.19,1,0
7.0,2010,Ohau River,4.0,3.0,1151.55,91.45,2301.82,3.894,1.19,0,0
7.0,2010,Ohau River,4.0,3.0,1151.55,91.45,2301.82,3.894,1.19,0,0
7.0,2010,Ohau River,4.0,3.0,1151.55,91.45,2301.82,3.894,1.19,0,2
7.0,2010,Ohau River,4.0,3.0,1151.55,91.45,2301.82,3.894,1.19,0,0
7.0,2010,Ohau River,4.0,3.0,1151.55,91.45,2301.82,3.894,1.19,1,0
7.0,2010,Ohau River,4.0,3.0,1151.55,91.45,2301.82,3.894,1.19,0,1
7.0,2010,Ohau River,4.0,3.0,1151.55,91.45,2301.82,3.894,1.19,1,0
7.0,2010,Ohau River,4.0,3.0,1151.55,91.45,2301.82,3.894,1.19,1,0
7.0,2010,Ohau River,4.0,3.0,1151.55,91.45,2301.82,3.894,1.19,0,0
7.0,2010,Ohau River,4.0,3.0,1151.55,91.45,2301.82,3.894,1.19,0,0
7.0,2010,Ohau River,4.0,3.0,1151.06,91.03,2301.55,3.746,1.197,1,0
7.0,2010,Ohau River,4.0,3.0,1151.06,91.03,2301.55,3.746,1.197,0,1
7.0,2010,Ohau River,4.0,3.0,1151.06,91.03,2301.55,3.746,1.197,0,1
7.0,2010,Ohau River,4.0,3.0,1151.06,91.03,2301.55,3.746,1.197,0,0
7.0,2010,Ohau River,4.0,3.0,1151.06,91.03,2301.55,3.746,1.197,1,0
7.0,2010,Ohau River,4.0,3.0,1151.06,91.03,2301.55,3.746,1.197,0,0
7.0,2010,Ohau River,4.0,3.0,1151.06,91.03,2301.55,3.746,1.197,0,0
7.0,2010,Ohau River,4.0,3.0,1151.06,91.03,2301.55,3.746,1.197,0,1
7.0,2010,Ohau River,4.0,3.0,1151.06,91.03,2301.55,3.746,1.197,1,1
7.0,2010,Ohau River,4.0,3.0,1151.55,91.45,2301.82,3.894,1.19,0,1
7.0,2010,Ohau River,4.0,3.0,1151.55,91.45,2301.82,3.894,1.19,0,0
7.0,2010,Ohau River,4.0,3.0,1149.39,91.33,2300.68,4.0,1.529,0,0
7.0,2010,Ohau River,4.0,3.0,1149.39,91.33,2300.68,4.0,1.529,1,0
7.0,2010,Ohau River,4.0,3.0,1149.39,91.33,2300.68,4.0,1.529,0,1
7.0,2010,Ohau River,4.0,3.0,1145.9,90.61,2300.75,4.0,1.154,0,0
7.0,2010,Ohau River,4.0,3.0,1151.55,91.45,2301.82,3.894,1.19,0,0
7.0,2010,Ohau River,4.0,3.0,1151.55,91.45,2301.82,3.894,1.19,0,0
4.0,2010,Tekapo River,3.21,2.41,1195.51,88.7,2313.6,3.42,1.135,1,0
4.0,2010,Tekapo River,3.21,2.41,1195.51,88.7,2313.6,3.42,1.135,0,0
4.0,2010,Tekapo River,3.21,2.41,1195.51,88.7,2313.6,3.42,1.135,0,0
4.0,2010,Tekapo River,3.21,2.41,1195.51,88.7,2313.6,3.42,1.135,0,1
4.0,2010,Tekapo River,3.21,2.41,1195.51,88.7,2313.6,3.42,1.135,0,2
4.0,2010,Tekapo River,1.55,1.16,1193.23,89.0,2312.0,3.436,1.137,0,2
4.0,2010,Tekapo River,1.55,1.16,1193.23,89.0,2312.0,3.436,1.137,0,1
4.0,2010,Tekapo River,4.0,3.0,1198.57,88.7,2314.11,4.0,1.0,1,0
4.0,2010,Tekapo River,1.55,1.16,1193.23,89.0,2312.0,3.436,1.137,1,1
4.0,2010,Tekapo River,3.0,2.25,1194.65,89.09,2311.13,3.43,1.112,0,2
4.0,2010,Tekapo River,3.0,2.25,1194.65,89.09,2311.13,3.43,1.112,0,0
4.0,2010,Tekapo River,3.0,2.25,1194.65,89.09,2311.13,3.43,1.112,1,0
4.0,2010,Tekapo River,3.0,2.25,1194.65,89.09,2311.13,3.43,1.112,0,1
4.0,2010,Tekapo River,3.0,2.25,1194.65,89.09,2311.13,3.43,1.112,0,0
4.0,2010,Tekapo River,3.0,2.25,1194.65,89.09,2311.13,3.43,1.112,1,0
4.0,2010,Tekapo River,3.0,2.25,1194.65,89.09,2311.13,3.43,1.112,1,2
4.0,2010,Tekapo River,3.0,2.25,1194.65,89.09,2311.13,3.43,1.112,0,1
4.0,2010,Tekapo River,3.0,2.25,1194.65,89.09,2311.13,3.43,1.112,0,1
4.0,2010,Tekapo River,3.0,2.25,1194.65,89.09,2311.13,3.43,1.112,1,0
4.0,2010,Tekapo River,3.0,2.25,1194.65,89.09,2311.13,3.43,1.112,2,1
4.0,2010,Tekapo River,3.0,2.25,1194.65,89.09,2311.13,3.43,1.112,1,0
4.0,2010,Tekapo River,3.0,2.25,1194.65,89.09,2311.13,3.43,1.112,1,1
4.0,2010,Tekapo River,3.0,2.25,1194.65,89.09,2311.13,3.43,1.112,0,0
4.0,2010,Tekapo River,3.21,2.41,1195.51,88.7,2313.6,3.42,1.135,1,0
4.0,2010,Tekapo River,3.21,2.41,1195.51,88.7,2313.6,3.42,1.135,1,1
4.0,2010,Tekapo River,3.21,2.41,1195.51,88.7,2313.6,3.42,1.135,1,1
4.0,2010,Tekapo River,2.81,2.1,1187.27,88.98,2310.0,3.927,1.068,0,1
4.0,2010,Tekapo River,2.81,2.1,1187.27,88.98,2310.0,3.927,1.068,2,0
4.0,2010,Tekapo River,2.81,2.1,1187.27,88.98,2310.0,3.927,1.068,2,1
4.0,2010,Tekapo River,2.81,2.1,1187.27,88.98,2310.0,3.927,1.068,0,1
4.0,2010,Tekapo River,2.81,2.1,1187.27,88.98,2310.0,3.927,1.068,1,1
4.0,2010,Tekapo River,2.81,2.1,1187.27,88.98,2310.0,3.927,1.068,1,0
4.0,2010,Tekapo River,3.56,2.67,1184.92,89.0,2308.59,3.711,1.237,1,1
4.0,2010,Tekapo River,3.0,2.25,1194.65,89.09,2311.13,3.43,1.112,1,0
4.0,2010,Tekapo River,3.0,2.25,1194.65,89.09,2311.13,3.43,1.112,0,0
4.0,2010,Tekapo River,3.0,2.25,1194.65,89.09,2311.13,3.43,1.112,1,0
4.0,2010,Tekapo River,3.0,2.25,1194.65,89.09,2311.13,3.43,1.112,1,0
4.0,2010,Tekapo River,3.0,2.25,1194.65,89.09,2311.13,3.43,1.112,1,0
4.0,2010,Tekapo River,3.0,2.25,1194.65,89.09,2311.13,3.43,1.112,0,0
4.0,2010,Tekapo River,3.0,2.25,1194.65,89.09,2311.13,3.43,1.112,0,0
4.0,2010,Tekapo River,3.0,2.25,1194.65,89.09,2311.13,3.43,1.112,1,1
4.0,2010,Tekapo River,3.0,2.25,1194.65,89.09,2311.13,3.43,1.112,1,1
4.0,2010,Tekapo River,3.0,2.25,1194.65,89.09,2311.13,3.43,1.112,1,0
4.0,2010,Tekapo River tributary,4.0,3.0,1196.54,88.85,2313.15,4.0,1.214,1,0
4.0,2010,Tekapo River,4.0,3.0,1196.54,88.85,2313.15,4.0,1.214,1,0
4.0,2010,Tekapo River,1.55,1.16,1193.23,89.0,2312.0,3.436,1.137,0,0
2.0,2010,Ruaotehuia Stream tributary,2.16,4.61,1079.13,140.89,2367.0,2.164,2.861,6,1
3.0,2010,Ruaotehuia Stream tributary,2.16,4.61,1079.13,140.89,2367.0,2.164,2.861,0,0
2.0,2010,Ruaotehuia Stream tributary,2.0,1.0,1078.73,141.87,2366.0,2.092,2.092,3,2
2.0,2010,Ruaotehuia Stream tributary,1.5,1.65,1077.15,141.34,2366.06,1.805,1.822,1,1
3.0,2010,Kopuku Stream pond,2.03,3.17,1073.65,140.36,2366.59,1.974,2.432,0,1
3.0,2010,Kopuku Stream tributary,1.26,2.17,1070.28,139.77,2366.23,1.169,1.417,0,0
3.0,2010,Kopuku Stream tributary,1.26,2.17,1070.28,139.77,2366.23,1.169,1.417,0,1
5.0,2010,Ruaotehuia Stream,2.01,1.02,1081.17,142.0,2366.73,2.005,2.005,4,0
5.0,2010,Ruaotehuia Stream tributary,2.01,1.02,1081.17,142.0,2366.73,2.005,2.005,4,0
5.0,2010,Ruaotehuia Stream tributary,1.5,1.65,1077.15,141.34,2366.06,1.805,1.822,2,0
5.0,2010,Ruaotehuia Stream,2.0,1.0,1078.62,141.95,2366.0,2.004,2.004,2,0
5.0,2010,Ruaotehuia Stream,2.0,1.0,1078.62,141.95,2366.0,2.004,2.004,3,0
10.0,2010,Kopuku Stream,1.36,1.36,1077.91,141.0,2367.0,1.138,1.446,0,0
10.0,2010,Kopuku Stream,1.36,1.36,1077.91,141.0,2367.0,1.138,1.446,0,0
10.0,2010,Kopuku Stream tributary,2.03,3.17,1073.65,140.36,2366.59,1.974,2.432,0,0
10.0,2010,Kopuku Stream tributary,1.26,2.17,1070.28,139.77,2366.23,1.169,1.417,1,0
10.0,2010,Kopuku Stream tributary,1.26,2.17,1070.28,139.77,2366.23,1.169,1.417,0,0
10.0,2010,Kopuku Stream tributary,1.26,2.17,1070.28,139.77,2366.23,1.169,1.417,0,0
10.0,2010,Kopuku Stream tributary,1.26,2.17,1070.28,139.77,2366.23,1.169,1.417,0,0
10.0,2010,Ruaotehuia Stream tributary,2.16,4.61,1079.13,140.89,2367.0,2.164,2.861,0,0
10.0,2010,Ruaotehuia Stream,2.4,2.59,1078.81,140.88,2366.88,1.692,1.687,0,1
10.0,2010,Ruaotehuia Stream tributary,1.5,1.65,1077.15,141.34,2366.06,1.805,1.822,0,0
10.0,2010,Ruaotehuia Stream tributary,1.5,1.65,1077.15,141.34,2366.06,1.805,1.822,0,0
10.0,2010,Ruaotehuia Stream tribuatary,2.11,1.43,1078.97,141.99,2366.12,2.143,2.143,0,1
10.0,2010,Ruaotehuia Stream tributary,2.11,1.43,1078.97,141.99,2366.12,2.143,2.143,0,0
10.0,2010,Ruaotehuia Stream tributary,2.11,1.43,1078.97,141.99,2366.12,2.143,2.143,0,0
10.0,2010,Ruaotehuia Stream tributary,2.0,1.0,1078.73,141.87,2366.0,2.092,2.092,0,0
11.0,2010,Tauranga Harbour tributary,1.0,2.0,1224.0,143.0,0.0,1.0,1.0,0,0
11.0,2010,Tauranga Harbour tributary,1.0,2.0,1220.36,143.0,2381.17,1.0,1.0,0,0
11.0,2010,Tauranga Harbour,1.0,2.0,1224.0,143.0,0.0,1.0,1.0,0,0
11.0,2010,Rangataua Bay tributary,1.0,2.0,1216.71,142.82,2381.69,1.0,1.0,0,0
4.0,2012,Awakino River Waihue Valley,1.49,1.53,1080.54,147.46,2341.88,1.318,1.318,2,0
4.0,2012,Awakino River,1.53,1.53,1081.74,147.75,2341.96,1.187,1.188,1,0
11.0,2012,Lake Rotopouua wetland,1.0,2.0,1047.13,144.81,2351.82,1.0,1.0,0,0
11.0,2012,unnamed wetland,1.0,2.0,1065.53,147.63,2352.0,1.0,1.0,1,0
11.0,2012,Unnamed lake,1.0,2.0,1064.6,147.49,2351.85,1.0,1.0,3,0
11.0,2012,Lake Parawanui,1.0,2.0,1051.82,144.47,2342.96,1.0,1.0,3,0
12.0,2012,Wai-iti River,3.0,2.0,1252.13,125.0,2399.0,3.0,2.0,5,0
12.0,2012,Wai-iti River,3.0,2.0,1252.13,125.0,2399.0,3.0,2.0,4,1
12.0,2012,Wai-iti River,3.0,2.0,1252.13,125.0,2399.0,3.0,2.0,6,1
12.0,2013,Wai-iti River,3.0,2.0,1243.6,125.32,2399.0,3.0,2.0,6,1
7.0,2012,Graham River,1.0,3.86,1141.94,115.36,2400.74,1.116,1.598,1,0
7.0,2012,Pokororo River,1.0,2.38,1186.5,122.62,0.0,1.003,1.236,0,1
1.0,2013,Fraser Gully Creek,1.0,3.0,930.4,92.77,2339.14,1.0,1.0,3,0
1.0,2013,Station Creek,1.87,3.39,970.52,98.33,2343.27,1.322,1.107,3,1
2.0,2013,Harley Creek,3.68,3.03,986.18,100.93,2344.36,3.647,2.0,3,1
2.0,2013,Teetotal Creek,1.62,3.0,915.77,91.7,2333.33,1.31,1.007,2,1
2.0,2013,Speargrass Creek,3.96,2.97,944.04,95.42,2335.33,3.985,1.313,2,1
12.0,2012,Saxton Creek,2.76,2.24,1188.18,124.92,2395.94,2.799,2.0,6,0
1.0,2012,Sow Burn,3.0,3.03,1035.13,87.32,2245.75,3.0,2.021,1,1
1.0,2012,Sow Burn,3.0,2.81,1054.86,89.2,2252.12,3.0,2.0,0,1
1.0,2012,Sow Burn,3.0,2.58,1064.11,90.34,2254.99,3.0,2.0,0,1
2.0,2012,Waikaia River,3.97,1.0,1028.56,101.0,2224.5,3.226,1.568,1,1
5.0,2013,Deep Stream,1.51,2.96,1334.56,132.74,2369.84,1.262,1.263,7,2
5.0,2013,Kaiwaka Stream,1.2,4.2,1349.7,134.63,2370.9,1.584,1.584,6,1
5.0,2013,Mangaone River,1.45,3.21,1338.45,131.38,2377.75,1.746,1.746,6,0
5.0,2013,Patoka Stream,1.65,2.38,1317.31,127.43,2375.5,1.769,1.769,5,1
5.0,2013,Mangarangiora Stream,1.34,3.64,1306.77,125.97,2375.82,1.596,1.596,4,1
4.0,2011,Whangawehi Stream,2.11,1.45,1135.93,140.63,2328.52,2.804,2.0,0,0
4.0,2011,Whangawehi Stream,3.0,5.0,1112.89,138.83,2324.71,2.859,2.0,4,0
3.0,2013,Mangatarata Stream,2.0,5.0,1332.19,131.17,2373.75,1.672,2.345,4,0
1.0,2013,Waiiti Stream,1.63,3.09,1354.14,133.18,2376.42,1.66,1.914,5,1
1.0,2013,Otakarara Stream,1.17,4.3,1322.38,122.78,2380.0,1.764,1.764,0,0
1.0,2013,Omahaki Stream,1.56,2.33,1275.46,116.9,2377.49,1.63,1.63,1,1
1.0,2013,Otamauri Stream,1.86,4.86,1309.41,126.38,2374.18,1.825,2.263,5,1
1.0,2013,Mangatahi Stream,1.6,2.62,1291.49,128.4,2367.0,1.63,1.63,5,0
1.0,2013,Waitio Stream,2.0,4.47,1304.0,133.67,0.0,1.079,1.445,5,1
1.0,2013,Kikowhero Stream,1.88,1.47,1310.36,127.74,2371.16,1.941,1.941,5,0
11.0,2011,Esk River tributary,1.28,3.87,1283.05,127.01,2366.88,1.282,1.282,5,0
1.0,2013,Tutaekuri River,1.49,2.54,1301.18,119.59,2384.89,1.114,1.114,2,1
10.0,2012,Muddy Creek,1.95,0.98,1184.07,137.18,2346.24,1.949,2.275,2,1
10.0,2012,Muddy Creek,1.95,0.98,1184.07,137.18,2346.24,1.949,2.275,2,0
10.0,2012,Muddy Creek,1.95,0.98,1184.07,137.18,2346.24,1.949,2.275,2,1
10.0,2012,Muddy Creek,1.95,0.98,1184.07,137.18,2346.24,1.949,2.275,1,1
4.0,2013,Tukituki River,1.58,0.79,1160.82,137.0,2337.55,1.339,1.339,0,0
4.0,2013,Clive River,1.4,0.7,1193.4,137.02,2349.39,1.394,1.505,0,0
3.0,2011,Makaretu @ SH50,2.0,1.0,1108.54,120.27,2308.93,2.0,2.0,3,0
2.0,2011,Karamu Stream Pekapeka Swamp,3.35,3.74,1243.0,131.63,2356.1,2.987,3.165,1,2
1.0,2011,Ngaruroro River,1.95,0.98,1184.07,137.18,2346.24,1.949,2.275,3,1
1.0,2011,Ngaruroro River,1.28,0.64,1205.62,137.29,2351.72,1.542,1.977,3,1
2.0,2011,Mangataura Stream,2.0,2.98,1185.85,114.63,2341.01,1.872,2.018,4,0
5.0,2011,Mangatewai River,1.63,2.47,1131.38,119.13,2314.95,1.701,1.701,5,0
3.0,2011,Makaretu River,1.68,2.21,1095.65,110.85,2311.49,1.052,1.052,4,1
12.0,2011,Tukituki Road,1.27,2.36,1159.93,117.81,2327.67,1.72,1.938,4,1
12.0,2011,Makaretu River,2.0,1.0,1130.05,124.0,2316.24,2.0,2.0,3,1
12.0,2011,Patangata,0.65,0.32,1210.18,128.93,2336.79,0.332,0.332,3,0
12.0,2011,Tukituki River,1.29,0.65,1136.44,125.0,2321.03,1.658,1.658,4,1
12.0,2011,Tukipo River,1.25,0.63,1139.44,125.0,2319.86,1.873,1.879,5,0
12.0,2011,Porangahau Stream,2.0,1.22,1110.17,121.94,2308.25,2.0,2.051,4,0
12.0,2011,Cochranes Creek,2.01,2.44,1144.54,123.87,2324.61,1.851,1.921,3,2
9.0,2010,Unnamed wetland,1.68,2.96,1024.43,147.46,2338.86,1.791,1.198,0,0
9.0,2010,Kaipeha Swamp,1.6,2.56,1037.55,149.19,2339.0,1.966,1.266,0,0
9.0,2010,Rakautao Forest wetland,1.0,3.66,1019.36,145.79,2338.92,1.0,1.0,1,0
9.0,2010,Rakautao Forest wetland,1.04,3.88,1022.96,146.23,2339.04,1.04,1.04,1,0
9.0,2010,Rakautao Forest wetland,1.42,2.75,1026.22,146.3,2339.47,1.289,1.289,0,0
9.0,2010,Rakautao Forest wetland,3.54,4.39,1028.39,146.76,2339.0,3.454,1.0,0,0
12.0,2010,Waingarara Stream,3.0,5.0,1011.12,140.36,2339.8,3.449,1.0,7,1
9.0,2011,Owae Stream wetland,1.42,1.0,1091.0,154.16,2342.98,1.443,1.596,0,0
10.0,2011,Unnamed wetland Akerama,1.82,1.54,1048.0,147.0,2339.0,1.54,1.192,0,0
10.0,2011,Unnamed wetland Akerama,1.73,1.67,1048.17,147.0,2339.0,1.595,1.363,0,0
10.0,2011,Unnamed wetland Akerama,1.11,3.67,1043.81,146.64,2338.81,1.129,1.129,0,0
10.0,2011,Whakapara River tributary,1.11,3.67,1043.81,146.64,2338.81,1.129,1.129,0,1
10.0,2011,Unnamed drain Akerama,1.11,3.67,1043.81,146.64,2338.81,1.129,1.129,0,0
10.0,2011,Tauranga Stream,2.04,1.96,1145.61,157.0,2351.0,2.061,3.061,3,1
10.0,2011,Tauranga Stream,3.9,3.9,1129.58,155.05,2350.0,3.942,2.0,4,0
2.0,2013,Maggie Creek,2.35,3.0,939.1,95.39,2334.89,2.348,1.826,3,1
2.0,2013,Maud Creek,2.0,3.0,932.0,95.14,2332.58,2.0,2.0,1,1
2.0,2013,Howard River,2.55,3.0,956.22,97.84,2338.21,2.5,1.75,2,1
2.0,2013,Unnamed Tributary of Buller River,3.6,3.0,958.8,97.81,2338.27,3.561,1.547,0,1
12.0,2009,Blackcleugh Burn,3.0,4.0,939.28,102.05,2162.28,3.0,1.674,0,1
12.0,2009,Jimmys Creek,2.99,3.91,928.91,97.74,2167.55,2.983,1.276,0,1
12.0,2009,Belle Burn,3.0,2.81,959.24,100.83,2178.12,3.0,2.0,1,0
3.0,2010,Canadian Creek,3.0,3.78,943.76,96.33,2180.75,3.0,2.0,2,1
3.0,2010,Judge Creek,3.0,3.95,964.94,97.78,2195.48,3.004,1.999,0,0
3.0,2010,Beaumont River,3.0,3.9,946.29,98.01,2176.71,3.0,2.0,0,1
3.0,2010,Canadian Creek,3.0,3.78,943.76,96.33,2180.75,3.0,2.0,2,1
3.0,2010,Clutha River tributary,3.0,4.0,885.13,87.4,2169.69,3.0,2.0,2,1
3.0,2010,Minzion Burn,2.94,0.98,988.31,103.15,2197.24,2.986,1.991,2,1
3.0,2010,Clutha River,2.89,2.4,904.08,101.95,2150.91,2.838,1.749,2,1
4.0,2011,Ida Burn,3.25,3.48,1033.25,79.7,2262.08,3.2,1.615,0,1
4.0,2011,Hills Creek,3.81,2.41,1070.62,84.78,2273.86,3.535,1.779,1,1
3.0,2010,Matakitaki River,3.62,2.76,890.51,97.23,2303.33,3.678,1.163,2,1
3.0,2010,Matakitaki River tributary,3.14,3.86,882.66,96.61,2302.75,3.13,1.858,1,1
3.0,2010,Matakitaki River tributary,3.87,2.91,914.89,103.0,2305.9,3.613,1.741,2,0
3.0,2010,Plateau Creek,4.0,3.0,914.0,102.0,2306.0,1.911,1.147,3,1
3.0,2010,Matakitaki River tributary,4.0,3.0,911.29,102.48,2305.0,3.633,1.388,2,1
3.0,2010,Matakitaki River tributary,3.26,2.52,884.87,98.61,2303.35,3.189,1.0,2,0
3.0,2010,Matakitaki River tributary,4.0,3.0,913.07,101.8,2306.0,3.52,1.0,2,0
3.0,2010,Matakitaki River,2.13,1.64,913.65,101.94,2306.0,1.987,0.534,1,1
3.0,2010,East Branch Tutaki River,3.79,3.0,870.1,98.0,2302.0,3.837,1.0,3,1
11.0,2010,Unnamed stream Waimea Inlet,1.66,3.26,1165.82,121.12,2392.72,1.646,2.031,2,0
11.0,2010,Unnamed stream Waimea Inlet,1.66,3.26,1165.82,121.12,2392.72,1.646,2.031,2,0
11.0,2010,Unnamed stream Waimea Inlet,1.66,3.26,1165.82,121.12,2392.72,1.646,2.031,1,0
11.0,2010,Unnamed stream Waimea Inlet,1.66,3.26,1165.82,121.12,2392.72,1.646,2.031,2,0
1.0,2011,Anatoki River,1.43,3.85,1039.98,121.36,2361.74,1.337,1.878,4,1
1.0,2011,Anatoki River,1.43,3.85,1039.98,121.36,2361.74,1.337,1.878,3,0
1.0,2011,Anatoki River,1.43,3.85,1039.98,121.36,2361.74,1.337,1.878,3,0
1.0,2011,Anatoki River,1.43,3.85,1039.98,121.36,2361.74,1.337,1.878,2,0
1.0,2011,Anatoki River,1.43,3.85,1039.98,121.36,2361.74,1.337,1.878,1,0
1.0,2011,Anatoki River,1.43,3.85,1039.98,121.36,2361.74,1.337,1.878,2,0
2.0,2011,Seaton Valley Stream,2.59,2.21,1217.23,125.0,2403.15,2.574,1.787,3,0
2.0,2010,Unnamed Stream Moutere Inlet,2.14,2.43,1204.86,124.91,2409.77,2.088,1.544,4,1
2.0,2010,Waitui Stream,1.64,4.89,997.03,97.26,2382.72,1.628,3.547,0,0
12.0,2011,Pauatahanui Stream tributary,1.33,3.02,1013.31,124.56,2314.61,1.241,1.241,3,0
2.0,2011,Waitui Stream,2.89,4.11,1090.76,113.06,2392.37,2.926,1.221,2,1
2.0,2011,Waitui Stream,2.89,4.11,1090.76,113.06,2392.37,2.926,1.221,1,1
2.0,2011,Waitui Stream,3.65,3.35,1125.3,118.71,2396.82,3.479,2.521,3,1
3.0,2011,Poorman Valley Stream,1.34,3.0,1150.82,120.33,2392.62,1.222,1.222,6,0
4.0,2010,Waiwhero Wetland,1.0,4.92,1182.01,121.76,2409.5,1.015,1.008,2,0
1.0,2011,North Branch Riwaka River,3.69,4.07,1145.8,121.41,2403.0,2.094,3.137,1,0
1.0,2011,North Branch Riwaka River,2.1,4.87,1047.17,107.29,2390.07,2.037,3.278,1,0
1.0,2011,South Branch Riwaka River,4.0,5.0,1062.4,106.66,2392.73,4.0,2.0,1,0
1.0,2011,South Branch Riwaka River,1.73,4.24,1109.25,114.02,2398.15,1.143,3.315,0,0
12.0,2012,Riwaka River South Branch,1.73,4.24,1109.25,114.02,2398.15,1.143,3.315,2,1
12.0,2012,Riwaka River South Branch,3.02,3.85,1131.0,117.87,2401.38,1.588,2.005,4,1
12.0,2012,Riwaka River North Branch,3.48,3.45,1142.3,120.91,2402.21,1.995,3.207,3,1
12.0,2012,Riwaka River,3.57,3.85,1141.48,119.79,2403.66,3.619,2.0,4,0
12.0,2012,Motupiko River,2.42,2.51,1028.89,102.51,2360.93,2.471,1.939,4,1
1.0,2013,Jordan River,2.36,5.0,1146.98,118.92,2407.03,2.383,1.461,6,0
1.0,2013,Foley Creek,1.2,3.8,1152.76,121.22,2406.08,1.479,2.0,5,1
1.0,2013,Unnamed Tributary,3.96,4.87,1082.81,111.57,2394.72,3.942,2.0,3,0
9.0,2010,Waiau River,3.2,3.8,951.28,69.96,2335.07,3.065,1.135,1,0
9.0,2010,Waiau River,3.14,3.86,890.48,64.26,2327.26,3.053,1.127,1,0
8.0,2010,Mounseys Stream tributary,4.0,3.0,1176.89,105.0,2302.0,3.476,2.0,3,0
8.0,2009,Mounseys Stream tributary,4.0,3.0,1176.89,105.0,2302.0,3.476,2.0,3,0
2.0,2011,Hanmer River,2.93,3.9,1165.6,89.35,2366.8,2.999,1.0,3,1
2.0,2011,Hanmer River,3.0,4.0,1170.29,89.6,2368.43,3.0,1.0,2,1
2.0,2011,Hanmer River,3.0,2.93,1174.12,95.58,2367.48,2.928,0.991,2,1
4.0,2011,Broken River,3.09,3.91,1168.85,98.97,2308.19,3.072,1.0,1,1
4.0,2011,Slovens Stream,3.09,3.91,1168.85,98.97,2308.19,3.072,1.0,2,1
4.0,2011,Avoca River tributary,3.09,3.91,1008.66,70.92,2291.34,3.108,1.108,2,1
4.0,2011,Avoca River,2.4,3.09,1069.81,78.32,2299.51,2.95,0.975,2,1
7.0,2011,Stock water race,4.0,3.0,1155.16,116.17,2305.77,4.0,2.0,2,0
7.0,2011,Ashley River tributary,3.85,2.89,1154.83,116.0,2305.03,3.879,1.94,2,0
7.0,2012,Mounseys Stream,4.0,3.0,1176.89,105.0,2302.0,3.476,2.0,2,0
