m,y,locality,seg_phos,seg_psize,seg_pet,seg_mat,seg_decs,US_RockPhos,USCalcium,native.bio,exotic.bio
8.0,2013,Lindis River tributary,3.0,4.0,1128.82,88.96,2291.6,3.0,2.0,1,1
8.0,2013,Lindis River tributary,3.0,4.0,1091.78,83.21,2285.95,3.0,2.0,0,0
8.0,2013,Lindis River tributary,3.0,4.0,1106.82,85.47,2288.3,3.0,2.0,1,0
8.0,2013,Lindis River tributary,3.0,3.69,1143.01,91.28,2293.54,3.0,2.0,1,0
8.0,2013,Lindis River tributary,3.0,3.69,1143.01,91.28,2293.54,3.0,2.0,0,0
8.0,2013,Lindis River tributary,3.0,4.0,1061.76,78.8,2281.53,3.0,2.0,0,0
8.0,2013,Lindis River tributary,3.0,4.0,1061.76,78.8,2281.53,3.0,2.0,0,0
10.0,2013,East Branch Tokomairiro River tributary,3.0,2.73,872.99,94.72,2148.55,3.0,2.0,1,0
10.0,2013,East Branch Tokomairiro River tributary,3.0,2.73,872.99,94.72,2148.55,3.0,2.0,1,0
10.0,2013,East Branch Tokomairiro River tributary,3.0,1.0,858.19,93.33,2146.93,3.0,2.0,1,0
10.0,2013,East Branch Tokomairiro River tributary,3.0,2.58,839.58,90.74,2146.59,3.0,2.0,1,0
10.0,2013,East Branch Tokomairiro River tributary,3.0,2.59,855.4,92.53,2147.67,3.0,2.0,1,0
10.0,2013,East Branch Tokomairiro River tributary,3.0,2.72,862.81,93.29,2148.24,3.195,2.0,1,0
10.0,2013,East Branch Tokomairiro River tributary,3.0,2.72,862.81,93.29,2148.24,3.195,2.0,2,0
10.0,2013,East Branch Tokomairiro River tributary,3.0,2.59,855.4,92.53,2147.67,3.0,2.0,1,0
10.0,2013,East Branch Tokomairiro River tributary,3.0,2.59,855.4,92.53,2147.67,3.0,2.0,2,0
10.0,2013,West Branch Tokomairiro River tributary,3.0,1.41,837.31,90.77,2145.75,3.0,2.0,0,0
10.0,2013,West Branch Tokomairiro River tributary,3.0,1.41,837.31,90.77,2145.75,3.0,2.0,0,0
10.0,2013,West Branch Tokomairiro River tributary,3.0,3.02,849.45,92.4,2146.6,3.0,2.0,0,0
10.0,2013,West Branch Tokomairiro River tributary,3.0,3.02,849.45,92.4,2146.6,3.0,2.0,0,0
10.0,2013,West Branch Tokomairiro River tributary,3.0,3.02,849.45,92.4,2146.6,3.0,2.0,0,0
10.0,2013,West Branch Tokomairiro River tributary,3.0,3.02,849.45,92.4,2146.6,3.0,2.0,0,0
10.0,2013,East Branch Tokomairiro River tributary,3.0,1.03,848.03,90.47,2148.32,3.0,2.0,0,1
8.0,2013,Sheepskin Creek,3.0,3.88,1191.52,99.28,2305.49,3.0,2.0,1,0
8.0,2013,Sheepskin Creek,3.0,4.0,1183.17,97.33,2304.84,3.0,2.0,1,0
8.0,2013,Sheepskin Creek,3.0,4.0,1183.17,97.33,2304.84,3.0,2.0,1,0
10.0,2013,Mare Burn,3.0,2.33,919.42,83.78,2192.39,3.0,2.0,0,1
10.0,2013,Maori Hen Creek,3.15,2.48,880.48,78.95,2186.5,3.13,2.154,1,0
10.0,2013,Maori Hen Creek,3.15,2.48,880.48,78.95,2186.5,3.13,2.154,1,0
8.0,2013,Belle Burn tributary,3.0,1.01,964.6,101.97,2178.76,3.0,2.0,1,0
8.0,2013,Belle Burn tributary,3.0,1.01,964.6,101.97,2178.76,3.0,2.0,0,0
8.0,2013,Clutha River tributary,3.0,1.0,954.97,99.76,2180.4,3.0,2.0,2,0
8.0,2013,Clutha River tributary,3.0,1.0,954.97,99.76,2180.4,3.0,2.0,2,0
8.0,2013,Low Burn tributary,3.0,1.47,938.71,98.03,2172.64,3.0,2.0,0,0
8.0,2013,Low Burn tributary,3.0,1.47,938.71,98.03,2172.64,3.0,2.0,0,0
8.0,2013,Low Burn tributary,3.0,2.76,943.89,98.5,2172.59,3.0,2.0,0,0
8.0,2013,Low Burn,3.0,1.4,954.53,100.34,2174.7,3.0,2.0,0,0
11.0,2011,Waianakarua River,3.87,2.74,987.88,105.26,2173.86,3.871,2.0,6,1
11.0,2011,Waianakarua River,3.87,2.74,987.88,105.26,2173.86,3.871,2.0,6,1
11.0,2011,Waianakarua River,3.88,2.75,988.58,105.25,2173.86,3.508,2.119,6,1
11.0,2011,Waianakarua River North Branch,3.58,2.65,980.87,103.64,2173.47,3.319,2.172,4,1
11.0,2011,Waianakarua River North Branch,3.58,2.65,980.87,103.64,2173.47,3.319,2.172,2,1
4.0,2009,Waahi Stream,2.0,1.99,1064.48,140.77,2351.0,1.945,1.945,1,0
4.0,2009,Waahi Stream,2.0,1.99,1064.48,140.77,2351.0,1.945,1.945,1,0
4.0,2009,Waahi Stream,2.0,1.99,1064.48,140.77,2351.0,1.945,1.945,1,0
4.0,2009,Waahi Stream,2.0,1.99,1064.48,140.77,2351.0,1.945,1.945,1,0
4.0,2009,Waahi Stream,2.0,1.99,1064.48,140.77,2351.0,1.945,1.945,1,0
4.0,2009,Waahi Stream,2.0,1.99,1064.48,140.77,2351.0,1.945,1.945,1,0
5.0,2009,Waahi Stream,2.0,1.99,1064.48,140.77,2351.0,1.945,1.945,1,0
5.0,2009,Waahi Stream,2.0,1.99,1064.48,140.77,2351.0,1.945,1.945,1,0
5.0,2009,Waahi Stream,2.0,1.99,1064.48,140.77,2351.0,1.945,1.945,1,0
5.0,2009,Waahi Stream,2.0,1.99,1064.48,140.77,2351.0,1.945,1.945,1,0
5.0,2009,Waahi Stream,2.0,1.99,1064.48,140.77,2351.0,1.945,1.945,0,0
5.0,2009,Waahi Stream,2.0,1.99,1064.48,140.77,2351.0,1.945,1.945,1,0
5.0,2009,Waahi Stream,2.0,1.99,1064.48,140.77,2351.0,1.945,1.945,0,0
6.0,2009,Waahi Stream,2.0,1.99,1064.48,140.77,2351.0,1.945,1.945,0,0
6.0,2009,Waahi Stream,2.0,1.99,1064.48,140.77,2351.0,1.945,1.945,0,0
6.0,2009,Waahi Stream,2.0,1.99,1064.48,140.77,2351.0,1.945,1.945,0,0
4.0,2009,Waahi Stream,2.0,1.99,1064.48,140.77,2351.0,1.945,1.945,1,0
7.0,2013,Barrys Bay Stream,3.0,1.0,1278.86,122.26,2270.0,3.0,2.0,3,1
6.0,2012,Selwyn River tributary,3.26,1.52,1174.97,107.9,2295.0,3.106,2.0,0,0
6.0,2012,Hororata River tributary,4.0,2.26,1173.76,109.92,2295.56,4.0,2.0,1,0
6.0,2010,Wairiri Stream tributray,4.0,3.0,1192.11,106.16,2290.84,3.994,2.0,0,0
2.0,2012,Unnamed pond,4.0,1.0,1144.29,117.59,2286.0,4.0,2.0,0,0
2.0,2012,Grehan Stream,3.0,1.0,1227.27,120.37,2255.26,3.0,2.0,0,0
11.0,2011,Wairarapa Stream,4.0,1.0,1132.8,117.0,2286.98,4.0,2.0,0,1
2.0,2012,Otukaikino Creek,4.0,2.98,1141.17,116.99,2291.57,4.0,2.0,4,1
2.0,2013,Unnamed stream Stony Bay,5.0,5.0,1176.75,117.03,2245.2,4.102,2.0,2,0
2.0,2013,Unnamed stream Stony Bay,5.0,5.0,1176.75,117.03,2245.2,4.102,2.0,2,0
2.0,2013,Unnamed stream Stony Bay,5.0,5.0,1176.75,117.03,2245.2,4.102,2.0,3,0
2.0,2013,Unnamed stream Stony Bay,4.52,4.04,1193.04,117.8,2247.29,4.236,2.0,2,0
2.0,2013,Unnamed stream Stony Bay,4.52,4.04,1193.04,117.8,2247.29,4.236,2.0,3,0
2.0,2013,Unnamed stream Stony Bay,4.52,4.04,1193.04,117.8,2247.29,4.236,2.0,3,0
2.0,2013,Unnamed stream Stony Bay,4.39,3.78,1121.57,110.03,2238.41,4.282,2.0,1,0
2.0,2013,Unnamed stream Stony Bay,4.52,4.04,1193.04,117.8,2247.29,4.236,2.0,4,0
2.0,2013,Unnamed stream Stony Bay,4.52,4.04,1193.04,117.8,2247.29,4.236,2.0,4,0
2.0,2013,Unnamed stream Stony Bay,4.52,4.04,1193.04,117.8,2247.29,4.236,2.0,4,0
2.0,2013,Unnamed stream Stony Bay,4.52,4.04,1193.04,117.8,2247.29,4.236,2.0,1,0
2.0,2013,Barrys Bay Stream,3.0,1.0,1278.86,122.26,2270.0,3.0,2.0,6,1
4.0,2013,Waituna Creek tributary,2.39,3.09,792.12,101.0,2129.95,2.101,1.877,1,1
4.0,2013,Waituna Creek tributary,3.49,1.0,797.0,100.0,2132.0,3.779,2.0,1,2
4.0,2013,Currans Creek tributary,1.93,2.39,788.07,101.0,2126.01,1.885,1.558,1,0
4.0,2013,Waituna Creek tributary,1.0,1.0,790.13,101.0,2129.91,1.0,2.0,2,0
4.0,2013,Waituna Creek tributary,1.0,1.0,790.0,101.0,2128.98,2.338,1.867,2,0
4.0,2013,Moffat Creek tributary,1.0,1.0,789.0,101.0,2127.04,1.07,1.965,3,0
4.0,2013,Currans Creek,1.0,1.0,789.15,101.0,2125.0,1.201,1.9,1,0
6.0,2013,Barrys Bay Stream,3.0,1.0,1276.7,122.0,2269.67,3.0,2.0,2,1
6.0,2008,Surveyors Gully,4.0,3.0,1172.5,106.23,2293.8,3.299,1.766,0,0
6.0,2008,Surveyors Gully,4.0,3.0,1172.5,106.23,2293.8,3.299,1.766,0,0
6.0,2008,Unnamed water race Mitchells Rd,4.0,3.0,1172.73,110.32,2292.71,4.0,2.0,0,0
6.0,2008,Unnamed water race Gales Rd,3.54,2.07,1168.76,112.0,2290.77,3.872,2.0,2,0
6.0,2008,Cam River tributary,3.68,1.32,1207.0,118.37,2307.59,3.882,2.0,0,0
6.0,2008,Taranaki Stream,4.0,2.96,1176.3,117.91,2308.75,4.0,2.0,0,0
6.0,2008,Cam River tributary,4.0,1.07,1197.02,118.25,2308.74,4.0,2.0,0,0
6.0,2008,Taranaki Stream,4.0,2.96,1176.3,117.91,2308.75,4.0,2.0,0,0
6.0,2008,Taranaki Stream,4.0,1.0,1211.65,119.0,2312.0,4.0,2.0,2,1
5.0,2008,Hororata River tributary,4.0,3.0,1175.34,111.0,2295.0,4.0,2.0,0,0
5.0,2008,Unnamed water race Hawkins Rd,4.0,2.37,1176.05,109.48,2296.0,4.0,2.0,1,0
5.0,2008,Kaituna River,3.41,1.83,1287.72,118.61,2278.54,3.146,2.0,2,0
4.0,2008,Pigeon Bay Stream,3.0,1.0,1195.69,120.98,2253.82,3.0,2.0,6,0
5.0,2008,Pigeon Bay Stream,3.0,1.0,1195.69,120.98,2253.82,3.0,2.0,4,1
6.0,2008,Kaituna River,3.64,2.29,1279.75,117.37,2277.6,3.138,2.0,2,1
6.0,2008,Kaituna River,3.64,2.29,1279.75,117.37,2277.6,3.138,2.0,3,1
6.0,2008,Kaituna River,3.64,2.29,1279.75,117.37,2277.6,3.138,2.0,2,0
6.0,2008,Hikuika Stream,3.04,1.08,1112.7,108.58,2245.12,3.524,2.0,0,0
6.0,2008,Hikuika Stream,3.04,1.08,1112.7,108.58,2245.12,3.524,2.0,0,0
5.0,2008,Okuti River,3.04,1.09,1232.99,114.89,2266.11,4.086,2.0,2,1
5.0,2008,Okuti River tributary,3.29,1.58,1225.68,112.67,2265.0,3.195,2.0,1,0
5.0,2008,Okuti River,3.04,1.09,1232.99,114.89,2266.11,4.086,2.0,4,1
6.0,2008,Prices Stream,4.29,5.0,1278.07,118.34,2274.6,4.538,1.751,3,0
6.0,2008,Prices Stream,4.45,4.32,1226.33,111.33,2267.45,4.792,1.964,3,0
6.0,2008,Prices Stream,4.66,4.55,1204.47,109.5,2265.1,4.855,1.977,1,1
6.0,2008,Kaituna River,3.36,1.73,1141.09,106.15,2255.33,4.666,2.0,0,0
6.0,2008,Kaituna River,3.11,1.21,1209.85,112.32,2264.74,3.304,2.0,2,1
1.0,2011,York Stream,1.09,2.96,1175.86,122.19,2395.64,1.048,1.024,1,0
1.0,2011,York Stream,1.0,3.0,1129.22,117.11,2389.69,1.0,1.458,1,0
1.0,2012,The Brook,1.0,3.95,1105.08,113.58,2387.29,1.0,1.952,1,0
1.0,2012,The Brook,2.06,2.47,1185.82,122.89,2397.08,2.027,1.71,1,0
4.0,2011,Mata Creek,3.92,2.04,1088.49,85.04,2282.52,3.426,1.104,1,0
4.0,2011,Lauder Creek,3.0,2.0,1139.38,91.58,2295.41,3.0,2.177,2,0
4.0,2011,Unnamed tributary of Manuherikia River,3.0,2.03,1137.07,94.0,2300.65,3.0,2.292,0,1
4.0,2011,Unnamed stream at Home Hills Run Road,4.0,1.0,1046.54,80.42,2269.73,3.173,1.21,0,1
4.0,2011,Shepherds Creek,3.0,3.92,1103.67,86.73,2288.85,3.0,1.822,0,1
4.0,2011,Thomsons Creek,3.0,4.0,1041.87,74.72,2293.88,3.0,2.0,0,1
4.0,2011,Becks Creek,3.34,2.26,1122.71,89.73,2292.98,3.184,1.708,1,1
4.0,2011,Chatto Creek,3.36,3.48,1141.92,97.93,2305.41,3.16,2.093,1,2
4.0,2011,Millers Creek,3.0,2.56,1136.13,91.09,2294.98,3.0,2.101,1,2
4.0,2011,Pleasant Valley Creek,3.61,2.36,1109.08,87.76,2288.89,3.221,1.518,1,1
4.0,2011,Becks Creek,3.76,2.21,1135.07,91.77,2291.05,3.243,1.883,1,1
4.0,2011,Gorge Creek,3.37,2.26,1066.27,84.44,2271.94,3.338,2.0,0,1
5.0,2011,Hills Creek,4.0,1.78,1057.16,82.0,2272.4,3.604,1.641,0,1
5.0,2011,Cambrian Creek,3.14,3.96,1113.14,87.96,2290.33,3.012,1.781,0,1
4.0,2011,Young Hill Creek,3.42,3.0,1139.93,97.36,2306.44,3.14,2.0,0,1
2.0,2011,Whenuakura River tributary,1.0,5.0,1039.49,130.54,2335.0,1.0,1.0,7,0
5.0,2012,Otamaewa Stream tributary,2.0,1.0,744.46,90.57,2296.0,2.0,1.0,1,0
5.0,2012,Mangahuia Stream,2.0,1.0,739.34,85.46,2296.56,2.0,1.0,2,1
5.0,2012,Whakapapaiti Stream,2.0,1.0,748.69,86.86,2297.0,2.0,1.0,1,1
5.0,2012,Mangatepopo Stream,2.0,2.0,825.14,94.95,2303.08,2.0,1.0,0,1
5.0,2012,Whanganui River,2.0,1.91,861.79,99.26,2306.18,2.0,1.0,0,0
5.0,2012,Whakapapanui Stream,4.0,2.0,663.44,68.39,2294.47,4.0,1.0,0,1
5.0,2012,Piopiotea Stream,2.0,1.9,823.67,103.31,2300.86,2.0,1.0,1,0
5.0,2012,Whakapapanui Stream,2.66,1.33,740.5,82.01,2297.62,2.855,1.0,1,1
4.0,2012,Makomiko Stream,2.0,1.0,787.16,93.66,2298.12,2.0,1.0,3,1
4.0,2012,Omarae Stream tributary,2.0,1.0,892.96,93.37,2306.68,2.0,1.0,0,1
5.0,2012,Mangaeteroa Stream,2.0,1.0,791.27,90.17,2295.64,2.0,1.0,1,1
5.0,2012,Haeremaiere Stream,2.0,1.0,799.65,91.25,2295.53,2.0,1.0,2,0
5.0,2012,Makotuku River,2.0,1.0,799.65,91.3,2295.92,2.0,1.0,1,1
5.0,2012,Mangaehuehu Stream,2.0,1.44,896.63,97.0,2303.59,2.63,1.298,1,1
4.0,2012,Makatote River,2.0,1.0,769.81,89.4,2296.97,1.903,1.231,1,1
4.0,2012,Waimarino Stream,2.0,1.0,782.51,93.69,2298.0,2.0,1.0,2,1
4.0,2012,Waimarino Stream,2.0,1.0,782.51,93.69,2298.0,2.0,1.0,2,1
4.0,2012,Makomiko Stream,2.0,1.0,787.16,93.66,2298.12,2.0,1.0,1,1
2.0,2012,Kiri Stream,5.0,1.0,900.49,111.73,2334.17,4.998,2.0,5,0
2.0,2012,Oaoiti Stream,3.62,1.98,948.74,126.71,2337.02,3.88,2.081,1,0
3.0,2012,Oaoiti Stream,3.62,1.98,948.74,126.71,2337.02,3.88,2.081,2,0
3.0,2012,Matanehunehu Stream,3.92,1.36,1005.44,129.43,2341.52,3.861,2.38,3,0
3.0,2012,Momona Stream,4.66,2.35,805.52,101.11,2325.61,4.651,2.0,3,0
3.0,2012,Huatoki Stream,4.53,1.23,1125.73,137.89,2359.34,4.614,2.0,1,0
5.0,2012,Stony River tributary,4.59,2.6,701.51,90.73,2315.51,4.598,2.0,4,0
5.0,2012,Katikara Stream,4.8,1.78,801.73,101.67,2324.58,4.812,2.0,3,0
5.0,2012,Oakura River,5.0,1.0,909.68,113.58,2334.59,5.0,2.0,4,0
3.0,2012,Mangapurua River,1.94,1.25,930.76,120.07,2317.31,1.55,1.0,4,0
3.0,2012,Mangapurua River,1.6,2.59,914.83,117.56,2315.83,1.51,1.0,4,0
3.0,2012,Mangapurua River,1.52,2.91,950.65,122.84,2319.79,1.137,1.0,3,1
3.0,2012,Mangapurua Stream tributary,1.17,4.32,932.97,119.67,2317.69,1.111,1.0,2,0
5.0,2012,Unnamed wetland,2.48,1.0,1062.0,131.0,2333.0,3.339,2.0,2,0
5.0,2012,Unnamed wetland,2.48,1.0,1062.0,131.0,2333.0,3.339,2.0,1,1
7.0,2012,Mounseys Stream tributary,3.34,1.68,1166.78,103.38,2301.06,3.37,2.0,2,0
6.0,2013,Mounseys Stream tributary,3.34,1.68,1166.78,103.38,2301.06,3.37,2.0,2,0
6.0,2013,Dog Kennel Stream,3.0,1.0,981.95,104.87,2171.92,3.0,2.0,1,0
6.0,2013,Dog Kennel Stream,3.0,1.0,976.68,103.84,2171.25,3.0,2.0,1,0
6.0,2013,Dog Kennel Stream,3.0,1.0,976.68,103.84,2171.25,3.0,2.0,1,0
6.0,2013,Hororata River tributary,4.0,3.0,1172.55,110.87,2295.0,4.0,2.0,0,0
6.0,2013,Hororata River tributary,4.0,3.0,1175.34,111.0,2295.0,4.0,2.0,1,0
6.0,2013,Hororata River tributary,4.0,3.0,1174.64,110.97,2295.0,4.0,2.0,1,1
6.0,2013,Hororata River tributary,4.0,3.0,1174.63,111.0,2295.0,4.0,2.0,1,1
6.0,2013,Hororata River tributary,4.0,3.0,1174.64,110.97,2295.0,4.0,2.0,2,0
6.0,2013,Peacock Springs,4.0,2.96,1141.07,116.0,2290.09,4.0,2.0,1,0
3.0,2011,Pinelheugh Creek,3.0,1.0,949.93,79.57,2225.29,3.0,2.0,0,1
3.0,2011,Pinelheugh Creek Unnamed Tributary,3.0,1.0,916.0,73.53,2224.85,3.0,2.0,0,0
3.0,2011,Sandstone Creek,3.0,3.88,974.61,90.14,2206.84,3.0,1.021,1,0
3.0,2011,Sandstone Creek,3.0,3.84,943.7,85.62,2205.2,3.0,1.112,1,0
3.0,2011,Sandstone Creek,3.0,3.84,943.7,85.62,2205.2,3.0,1.112,0,0
3.0,2011,Sandstone Creek,3.0,3.84,943.7,85.62,2205.2,3.0,1.112,1,0
3.0,2011,Sandstone Creek,3.0,3.84,943.7,85.62,2205.2,3.0,1.112,1,0
3.0,2011,Sandstone Creek,3.0,4.0,876.91,76.91,2199.38,3.0,1.0,0,0
3.0,2011,Sandstone Creek,3.0,3.84,943.7,85.62,2205.2,3.0,1.112,0,0
3.0,2011,Dillon River Tributary,3.0,4.0,1139.42,70.89,2382.09,3.0,1.0,2,0
3.0,2011,Dillon River,3.59,3.41,1169.28,73.99,2385.59,3.612,1.0,1,0
3.0,2011,Dillon River,3.07,3.93,1133.43,69.45,2381.44,3.063,1.0,1,0
3.0,2011,Half Moon Stream,3.11,3.89,1115.41,64.41,2381.44,3.022,1.022,1,0
3.0,2011,Half Moon Stream,3.01,3.99,1094.49,65.58,2376.27,3.012,1.012,1,0
3.0,2011,Half Moon Stream,3.21,3.79,1144.25,72.04,2380.87,3.117,1.117,1,0
3.0,2011,Half Moon Stream,3.31,3.69,1159.55,74.09,2383.44,3.104,1.104,2,0
3.0,2011,Guide River Tributary,3.08,3.92,1147.34,72.53,2380.79,3.057,1.001,1,0
4.0,2011,Unnamed creek - Merton,3.62,1.62,1010.25,103.77,2162.54,3.602,1.398,1,1
4.0,2011,Unnamed Tributary - Ettrick,3.0,2.8,999.81,97.11,2211.71,3.0,2.0,1,1
7.0,2011,Burnt Creek,3.0,4.0,855.49,82.19,2166.14,3.0,2.0,2,1
5.0,2011,Deep Stream Tributary,3.0,4.0,705.18,60.75,2160.91,3.0,2.0,0,0
6.0,2010,Wilberforce River,0.75,0.56,1214.54,97.56,2316.61,0.877,0.439,3,0
5.0,2011,Devils Creek,3.0,4.0,721.49,62.54,2161.3,3.0,2.0,0,0
5.0,2011,Deep Stream,3.0,4.0,650.78,54.95,2157.61,3.0,2.0,0,0
5.0,2011,Deep Stream,3.0,4.0,690.36,58.19,2161.45,3.0,2.0,0,0
5.0,2011,Deep Stream,3.0,4.0,674.06,56.41,2161.43,3.0,2.0,0,0
5.0,2011,Deep Stream,3.0,4.0,655.39,54.15,2161.46,3.0,2.0,0,0
5.0,2011,Deep Stream,3.0,4.0,638.19,51.6,2162.47,3.0,2.0,0,0
5.0,2011,Deep Stream,3.0,4.0,676.83,56.6,2161.55,3.0,2.0,0,0
5.0,2011,Deep Stream,3.0,4.0,724.07,62.55,2162.5,3.0,2.0,0,0
5.0,2011,Devils Creek,3.0,4.0,696.44,60.61,2158.55,3.0,2.0,0,0
5.0,2011,Below old dam,3.0,4.0,699.79,60.98,2158.7,3.0,2.0,0,0
5.0,2011,Old Mining Pond,3.0,4.0,699.79,60.98,2158.7,3.0,2.0,0,0
6.0,2011,Deep Creek,3.0,4.0,699.78,57.41,2166.92,3.0,2.0,0,0
6.0,2011,Deep Creek,3.0,4.0,692.86,56.08,2169.07,3.0,2.0,0,0
6.0,2011,Ailsa Creek,3.0,4.0,728.76,57.61,2177.66,3.0,2.0,0,1
6.0,2011,Elbow Creek,3.0,4.0,736.96,59.35,2175.88,3.0,2.0,0,1
6.0,2011,Unnamed Tributary,3.0,4.0,717.33,58.0,2172.0,3.0,2.0,0,1
6.0,2011,Unnamed Tributary,3.0,4.0,703.93,57.34,2169.0,3.0,2.0,0,1
6.0,2010,Wilberforce River,2.27,1.7,1206.08,96.78,2315.54,2.373,0.864,2,1
6.0,2010,Wilberforce River,0.75,0.56,1214.54,97.56,2316.61,0.877,0.439,0,1
6.0,2010,Stable side braid of Wilberforce River,0.75,0.56,1214.54,97.56,2316.61,0.877,0.439,3,1
6.0,2010,Wilberforce River main braid,3.21,3.16,1171.1,91.34,2310.58,3.211,1.403,3,0
6.0,2010,Wilberforce River small side braids,1.64,1.23,1232.26,99.55,2320.56,2.543,0.986,3,2
6.0,2010,Wilberforce River main braid edge,0.44,0.33,1233.41,99.73,2320.86,2.389,0.875,1,1
3.0,2010,Rakaia River main braid,0.91,0.68,1088.76,89.34,2285.88,1.804,0.749,1,0
12.0,2012,Edward Stream tributary,4.0,3.0,1124.38,85.56,2292.54,4.0,1.0,0,0
12.0,2012,Edward Stream tributary,4.0,3.0,1118.0,86.0,2290.0,4.0,1.999,0,0
12.0,2012,Edward Stream tributary,4.0,3.0,1118.0,86.0,2290.0,4.0,1.999,1,0
12.0,2012,Edward Stream tributary,4.0,3.0,1118.0,86.0,2290.0,4.0,1.999,1,0
12.0,2012,Edward Stream tributary,4.0,3.0,1109.87,85.51,2286.17,4.0,1.999,0,0
12.0,2012,Edward Stream tributary,4.0,3.0,1117.36,85.78,2289.05,3.875,1.335,0,0
12.0,2012,Edward Stream tributary,4.0,3.0,1109.87,85.51,2286.17,4.0,1.999,1,0
12.0,2012,Edward Stream tributary,4.0,3.0,1109.87,85.51,2286.17,4.0,1.999,0,0
12.0,2013,Edward Stream tributary,4.0,3.0,1109.87,85.51,2286.17,4.0,1.999,1,0
12.0,2012,Edward Stream tributary,4.0,3.0,1109.87,85.51,2286.17,4.0,1.999,0,0
12.0,2012,Edward Stream tributary,4.0,3.0,1109.87,85.51,2286.17,4.0,1.999,0,0
12.0,2012,Edward Stream tributary,4.0,3.0,1109.87,85.51,2286.17,4.0,1.999,0,0
3.0,2010,Mathias River tributary,3.05,3.95,821.79,57.28,2259.2,3.055,1.055,1,0
9.0,2010,Mathias River tributary,3.0,3.7,941.94,71.44,2268.54,3.045,1.106,0,0
3.0,2010,Rakaia River side braid,3.14,2.71,1254.63,99.62,2330.95,3.327,1.479,1,0
4.0,2012,Mangauika Stream,1.34,1.0,980.78,131.16,2331.24,1.694,1.345,5,2
4.0,2012,Mangauika Stream,3.81,4.74,922.7,123.78,2326.79,3.914,1.109,2,2
12.0,2009,Mangatoromiro Stream,4.98,1.02,951.78,123.43,2334.12,4.509,1.877,3,0
12.0,2009,Mangatoromiro Stream,4.62,1.38,949.17,123.11,2334.12,4.451,1.863,1,0
12.0,2009,Mangatoromiro Stream,5.0,1.0,947.83,123.14,2333.64,2.208,1.302,3,0
12.0,2009,Mangaminghi Stream,3.55,2.45,946.37,123.39,2335.52,2.353,1.338,3,0
12.0,2009,Mangaminghi Stream,2.74,3.26,949.54,123.34,2335.63,2.89,1.472,2,0
12.0,2009,Mangaminghi Stream,2.38,3.62,944.94,122.07,2335.71,1.571,1.143,1,0
12.0,2009,Makuri Stream,3.45,1.52,931.08,122.26,2335.0,3.258,2.581,3,0
12.0,2009,Makuri Stream,5.0,1.0,929.0,122.0,0.0,3.854,2.111,1,0
12.0,2009,Makuri Stream,3.2,1.6,937.57,123.12,2335.77,4.772,2.076,3,0
12.0,2009,Makuri Stream,4.28,1.24,941.47,123.68,2335.93,4.744,2.085,2,0
12.0,2009,Mangaehu Stream,4.58,1.42,932.36,122.47,2333.54,4.436,1.859,1,0
12.0,2009,Mangaehu Stream,3.87,2.13,938.47,123.58,2333.67,3.933,1.733,2,0
12.0,2009,Mangaehu Stream,4.89,1.22,933.73,122.83,2331.94,4.817,2.0,1,0
12.0,2009,Mangaehu Stream,2.66,4.91,920.33,120.09,2330.53,2.756,1.86,2,0
12.0,2009,Puniwhakau Stream,5.0,1.0,926.43,120.84,2328.29,2.489,1.372,2,0
12.0,2009,Mangaotuku Stream,4.08,1.92,914.23,121.32,2332.6,4.093,1.773,2,0
12.0,2009,Mangaehu Stream,3.05,2.95,918.01,121.14,2330.31,4.015,1.754,1,1
12.0,2009,Mangaehu Stream,4.15,1.85,909.94,119.97,2329.2,4.38,1.845,2,1
12.0,2009,Mangaehu Stream,1.7,4.3,874.48,115.04,2324.51,2.78,1.445,1,0
12.0,2009,Mangaehu Stream,4.53,1.47,910.23,120.04,2328.56,1.588,1.164,3,0
12.0,2009,Patea River,5.0,1.0,894.7,115.82,2336.84,5.0,2.0,0,0
12.0,2009,Mangarangi Stream,5.0,1.0,856.2,111.17,2335.2,5.0,2.0,2,0
12.0,2009,Patea River,5.0,1.0,852.57,110.33,2335.52,5.0,2.0,0,0
12.0,2009,Paetahi Stream,5.0,1.0,869.54,111.43,2336.78,5.0,2.0,0,1
12.0,2009,Konini Stream,5.0,1.0,869.11,111.7,2336.48,5.0,2.0,1,0
12.0,2009,Konini Stream,5.0,1.0,803.41,104.23,2332.27,5.0,2.0,1,1
12.0,2009,Patea River,5.0,1.0,908.02,119.0,2336.0,4.923,2.0,1,0
12.0,2009,Patea River,5.0,1.0,909.33,119.22,2335.92,4.939,2.0,2,1
12.0,2009,Patea River,5.0,1.0,895.24,117.85,2335.69,5.0,2.0,1,0
12.0,2009,Piakau Stream,5.0,1.0,854.57,112.59,2334.9,5.0,2.0,2,0
12.0,2009,Piakau Stream,5.0,1.0,826.99,108.6,2333.3,5.0,2.0,2,0
12.0,2009,Ngaere Stream,5.0,1.0,929.91,119.91,2337.27,5.0,2.0,2,0
12.0,2009,Ngaere Stream,5.0,1.0,927.19,120.81,2336.84,5.0,2.0,3,0
12.0,2009,Kapuni Stream,4.11,1.3,972.37,122.58,2343.46,4.701,2.067,4,1
12.0,2009,Kapuni Stream,3.42,1.53,996.16,127.0,2342.95,4.686,2.076,4,1
12.0,2009,Kapuni Stream,3.86,1.38,1016.41,130.02,2343.0,4.167,2.278,4,0
