river,sdate,fdval
2008,Oreti River,208.3734
2008,Waiau River,86.617
2008,Clutha,43.0287
2008,Matakana River,182.5162
2008,Mahurangi River,214.5724
2008,Waiwera River,311.4785
2008,West Hoe,66.4167
2008,Okura Creek,392.7222
2008,Vaughans,429.7778
2008,Oteha,311.3151
2008,Lucas,325.9981
2008,Opanuku,292.7288
2008,Oakley,1111.7912
2008,Otara Creek,1661.7502
2008,Pakuranga Creek,862.4843
2008,Otaki,1205.1213
2008,Wairoa River,294.6226
2008,Puhinui Creek,506.4568
2008,Ngakaroa,885.7244
2008,Papakura Stream,684.918
2008,Cascade Stream,66.6817
2008,Kumeu River,509.5964
2008,Raukokore River,27.1536
2008,Nukuhou River,327.217
2008,Waimana River,80.6719
2008,Whakatane River,60.7839
2008,Ngongotaha Stream,358.8328
2008,Rangitaiki River,188.1105
2008,Tarawera River,116.3894
2008,Ohau Channel,85.6626
2008,Lake Rotoiti Outlet to Kaituna,58.239
2008,Kaituna River,228.6955
2008,Ngamuwahine Stream,174.4194
2008,Omanawa River,472.0693
2008,Puarenga Stream,331.6026
2008,Haparapara,18.6534
2008,Waioeka River,62.1311
2008,Waimapu River,351.8649
2008,Waimapu,430.095
2008,Uretara Stream,112.2377
2008,Tuapiro Stream,104.8406
2008,Waitao Stream,571.2561
2008,Kopurererua Stream,512.634
2008,Waipapa,122.6029
2008,Te Mania Stream,207.0297
2008,Aongatete River,122.3815
2008,Waiau Stream,232.3029
2008,Omarama Stream,128.7286
2008,Willowburn,221.4029
2008,Sutherlands Creek,266.4536
2008,Hakataramea River,42.7107
2008,Maerewhenua River,65.5464
2008,Otiake River,22.719
2008,Penticotico Stream,467.6107
2008,Maryburn,57.4179
2008,Otematata River,21.4
2008,Wairepo Creek,43.0429
2008,Cattle Creek,47.1536
2008,Deadman Stream,458.5357
2008,Smithfield Creek,1468.1571
2008,Ashburton River,358.9986
2008,Rangitata River,156.5679
2008,Taumatakahu Stream,501.2357
2008,Temuka River,580.8429
2008,Raukapuka Creek,709.975
2008,Waihi River,65.9321
2008,Tengawai River,146.95
2008,Saltwater Creek,282.9804
2008,Boundary Drain,2606.3143
2008,Petries Drain,1747.0536
2008,Rhodes Stream,3011.4857
2008,Waihao River,151.0393
2008,Hae Hae Te Moana,47.1536
2008,Ohapi Creek,368.8679
2008,Buchanans Creek,244.3107
2008,Sir Charles Creek,662.3786
2008,Hook River,595.1321
2008,Coopers Creek,441.9143
2008,Taitarakihi Creek,204.6321
2008,Mckinnons Stream,2313.925
2008,Forks Stream,16.8643
2008,Irishman Creek,22.2607
2008,Orari River,613.6619
2008,Leader River,64.0
2008,Waipara River,191.1926
2008,Ashley River,140.9087
2008,Taranaki Creek,774.1036
2008,Waikuku Stream,414.5071
2008,Cam River,559.3107
2008,Southbrook Stream,724.7732
2008,Cust River,1419.2077
2008,Ohoka River,1279.9429
2008,South Branch,183.0625
2008,Aylmers Valley Stream,211.3214
2008,Kaituna Stream,205.8762
2008,LII Stream,1165.006
2008,Selwyn River,1142.8846
2008,Waireka River,574.6731
2008,Boggy Creek,2104.6155
2008,Doyleston Drain,1295.8429
2008,Harts Creek,1647.0393
2008,Rakaia River,96.8596
2008,Styx River,272.8116
2008,French Farm Stream,245.0071
2008,Halswell River,1052.5536
2008,Okuti River,172.4029
2008,Okana River,203.28
2008,Conway River,87.0714
2008,Kowhai River,37.1857
2008,Lyell Creek,534.4589
2008,Okarahia Stream,53.8571
2008,Warren Creek,365.8929
2008,Lee River,827.8071
2008,Waikewai Creek,1029.4821
2008,Middle Creek,554.6429
2008,Te Wharau Stream,212.3643
2008,Hawkins River,1197.7038
2008,Living Springs Stream,855.0464
2008,Mason River,48.6429
2008,Zephyr Stream,161.1232
2008,North Brook UpStream,313.2054
2008,Wainui Stream,194.4518
2008,Takamatua Stream,248.0214
2008,Kahutara River,81.0179
2008,Blue Duck Creek,80.1786
2008,Hapuka River,39.7536
2008,Barrys Bay Stream,343.7571
2008,Pawsons Stream,278.6625
2008,Purau Stream,148.4732
2008,Teddington Stream,315.6122
2008,Mararoa River,68.7923
2008,Aparima River,228.6864
2008,Pourakino River,102.8718
2008,Otautau Stream,682.3675
2008,Cromel Stream,24.882
2008,Irthing Stream,468.2049
2008,Winton Stream,675.9726
2008,Makarewa River,463.5201
2008,Dunsdale Stream,113.0953
2008,Waikiwi Stream,1218.8446
2008,Waihopai River,1098.3581
2008,Otepuni Creek,1113.76
2008,Mataura River,387.6769
2008,Waikaia River,142.6575
2008,Waikaka Stream,508.5284
2008,Mokoreta River,519.4096
2008,Mimihau Stream Tributary,137.4249
2008,Otamita Stream,372.1976
2008,Waimea Stream,952.0554
2008,Waituna Creek,667.6744
2008,Waikopikopiko Stream,172.0296
2008,Waikawa River,364.899
2008,Waimatuku Stream,905.7884
2008,Oteramika Stream,979.392
2008,Upukeroa River,69.5743
2008,Mimihau Stream,401.3545
2008,Otapiri Stream,373.3878
2008,Bog Burn,565.0901
2008,Tussock Creek,1120.3601
2008,Opouriki Stream,669.1837
2008,Mokotua Stream,122.8075
2008,Currens Creek,493.147
2008,Currens Creek Tributary,146.9543
2008,Moffat Creek,608.6138
2008,Orauea River,382.9965
2008,Whitestone River,195.2537
2008,Tokanui River,478.1031
2008,Longridge Stream,1306.6377
2008,North Peak Stream,551.8108
2008,Sandstone Stream,1489.6257
2008,Waimea Stream tributary,366.2466
2008,Awakino River,86.4537
2008,Awaroa Stm (Rotowaro),383.1718
2008,Awaroa River (Waiuku),553.5557
2008,Hikutaia River,65.8432
2008,Hinemaiaia River,43.6147
2008,Kaniwhaniwha Stm,276.2157
2008,Karapiro Stm,501.738
2008,Kauaeranga River,45.7289
2008,Kawaunui Stm,1121.6151
2008,Kirikiriroa Stm,657.8699
2008,Komakorau Stm,1465.558
2008,Kuratau River,148.0151
2008,Little Waipa Stm,575.7868
2008,Mangaharakeke Stm (Atiamuri),220.1603
2008,Mangakara Stm (Reporoa),568.9708
2008,Mangakino Stm (Whakamaru),245.7785
2008,Mangakotukutuku Stm (Rukuhia),779.8807
2008,Mangamingi Stm (Tokoroa),1292.6533
2008,Manganui River,243.7962
2008,Mangaohoi Stm,136.0109
2008,Mangaokewa Stm,291.1485
2008,Mangaone Stm,1081.6914
2008,Mangaonua Stm,626.5185
2008,Mangaotaki River,318.3981
2008,Mangapiko Stm (Pirongia/Te Awamutu),1052.8811
2008,Mangapu River,558.6293
2008,Mangatangi River,214.8533
2008,Mangatutu Stm (Waikeria),243.4661
2008,Mangauika Stm,76.4854
2008,Mangawara Stm,863.4561
2008,Mangawhero Stm (Cambridge),1023.1967
2008,Mangawhero Stm (Kaihere),232.7818
2008,Mapara Stm (Lake Taupo),305.733
2008,Marokopa River,150.4309
2008,Matahuru Stm,553.3294
2008,Mokau River,269.0739
2008,Mokauiti Stm,276.1451
2008,Ohaeroa Stm,577.5099
2008,Ohautira Stm,201.1504
2008,Ohinemuri River,665.7736
2008,Ohote Stm,420.7329
2008,Oparau River,86.0667
2008,Opuatia Stm,418.0553
2008,Oraka Stm,853.7361
2008,Otamakokore Stm,424.757
2008,Piako River,955.0379
2008,Piakonui Stm,182.4818
2008,Pokaiwhenua Stm,647.2046
2008,Pueto Stm,162.8187
2008,Puniu River,392.5399
2008,Tahunaatara Stm,293.6408
2008,Tairua River,93.7658
2008,Tapu River,38.9824
2008,Tawarau River,159.6321
2008,Tokaanu Stm,200.8
2008,Torepatutahi Stm,243.95
2008,Waerenga Stm,427.9172
2008,Waihaha River,55.5521
2008,Waihou River,370.1311
2008,Waikato River,168.9123
2008,Waingaro River (Pukemiro),302.8214
2008,Waiohotu Stm,140.6406
2008,Waiomou Stm,238.5645
2008,Waiotapu Stm,657.3557
2008,Waipa River,318.4439
2008,Waipapa Stm (Mokai),521.2744
2008,Waitahanui River,157.7766
2008,Waitakaruru River (Hauraki Plains),293.1721
2008,Waitawhiriwhiri Stm,1090.1199
2008,Waitekauri River,223.4464
2008,Waitetuna River,219.5039
2008,Waitoa River,861.8263
2008,Waitomo Stm,297.6854
2008,Waiwawa River,72.812
2008,Whakapipi Stm,1361.6492
2008,Whakauru Stm,115.0818
2008,Whangamarino River,403.2535
2008,Whangamata Stm (Kinloch),638.9
2008,Whanganui Stm,158.7344
2008,Whangape Stm,457.7806
2008,Wharekawa River,464.5313
2008,Whareroa Stm (Taupo District),350.7188
2008,Whirinaki Stm,322.9167
2008,Tokaanu Power Station Tailrace Canal,61.3333
2008,Mangapouri Stream,774.0659
2008,Waitohu Stream,146.4006
2008,Otaki River,38.3493
2008,Mangaone Stream,766.3941
2008,Ngarara Stream,226.1685
2008,Waikanae River,65.9406
2008,Whareroa Stream,212.7787
2008,Horokiri Stream,185.5766
2008,Pauatahanui Stream,193.819
2008,Porirua Stream,422.1595
2008,Makara Stream,281.8031
2008,Karori Stream,592.8656
2008,Kaiwharawhara Stream,435.0083
2008,Hutt River,105.9678
2008,Pakuratahi River,200.0787
2008,Mangaroa River,240.6211
2008,Akatarawa River,53.9013
2008,Whakatikei River,64.9996
2008,Wainuiomata River,119.8686
2008,Orongorongo River,102.4011
2008,Ruamahanga River,208.6072
2008,Mataikona Trib.,59.6711
2008,Taueru River,239.9662
2008,Kopuaranga River,521.6499
2008,Whangaehu River,321.2608
2008,Waipoua River,243.6827
2008,Waingawa River,77.9551
2008,Whareama River,217.219
2008,Motuwaireka Stream,58.2051
2008,Totara Stream,57.7792
2008,Parkvale Trib.,1306.5318
2008,Parkvale Stream,717.2573
2008,Waiohine River,95.3655
2008,Beef Creek,30.561
2008,Mangatarere Stream,546.24
2008,Huangarua River,168.9675
2008,Tauanui River,30.0765
2008,Awhea River,253.4028
2008,Coles Creek Trib.,174.9021
2008,Tauherenikau River,40.0165
2008,Waiorongomai River,38.752
2008,Esk River,86.4484
2008,Clive river,289.5983
2008,Maraetotara River,220.0423
2008,Tutaekuri River,54.2539
2008,Porangahau River,103.1342
2008,Tukituki River,163.7689
2008,Makaretu Stream,103.9787
2008,Tukipo River,280.4054
2008,Poukawa Stream,225.3691
2008,Mangaorapa Stream,125.3839
2008,Awanui stream,780.3238
2008,Karewarewa stream,895.7423
2008,Mangaone river,135.8787
2008,Mangatarata stream,347.9428
2008,Waipawa river,50.6383
2008,Mangaonuku stream,513.7315
2008,Ngaruroro River,75.6664
2008,Sandy creek,224.3091
2008,Aropaoanui river,102.6625
2008,Mokomokonui river,59.7294
2008,Waiarua stream,133.5952
2008,Kopuawhara stream,59.87
2008,Aniwaniwa stream,22.3438
2008,Ruakituri river,59.2109
2008,Hangaroa river,131.5344
2008,Taurekaitai Stream,252.0738
2008,Waingongoro stream,709.2522
2008,Puhokio stream,341.3191
2008,Porangahau stream,511.1688
2008,Tutaekuri-Waimate stream,110.2771
2008,Waikari River,138.4534
2008,Ripia river,28.8748
2008,Mangakuri Stream,173.4803
2008,Taharua River,841.0189
2008,Waitio stream,117.1093
2008,Mohaka River,79.9812
2008,Taipo,272.7517
2008,Here Here,168.2879
2008,Taharua Stream,287.9433
2008,Mangawhero River,182.5278
2008,Mangaehuehu Stream,60.8536
2008,Makotuku River,174.1234
2008,Arawhata Drain,4029.1335
2008,Hautapu River,90.4714
2008,Patiki Stream,2216.0181
2008,Mangatainoka River,230.5598
2008,Mowhanau Stream,247.3716
2008,Mangatera Stream,457.8447
2008,Manawatu River,419.2709
2008,Oroua River,265.9829
2008,Pongaroa River,343.8704
2008,Porewa Stream,1326.6146
2008,Rangitikei River,333.825
2008,Rangitawa Stream,2644.1957
2008,Tokiahuru Stream,65.4002
2008,Whanganui River,134.3061
2008,Waitangi Stream,88.826
2008,Ohau River,145.6015
2008,Tokomaru River,65.7093
2008,Tamaki River,198.5032
2008,Mangahao River,175.7723
2008,Pohangina River,92.9778
2008,Oroua Tributary,746.3379
2008,Makuri River,286.0923
2008,Oruakeretaki Stream,515.8809
2008,Piakatutu,5496.5909
2008,Owahanga River,472.9994
2008,Tiraumea River,396.4887
2008,Ohura River,261.3317
2008,Makakahi River,326.6614
2008,Mangapapa Stream,404.2875
2008,Mangatoro River,279.4126
2008,Waikawa Stream,331.5963
2008,Mangaore Stream,130.6367
2008,Manakau Stream,304.3743
2008,Mangaatua Stream,286.9005
2008,Ongarue River,178.0935
2008,Hokio Stream,488.395
2008,Tutaenui Stream,3343.283
2008,Kahuterawa Stream,102.4389
2008,Turakina River,169.566
2008,Mangarangiora tributary,564.8138
2008,Makotuku at Raetihi,246.0672
2008,Hoteo,266.3761
2008,Rangitopuni,297.5517
2008,Kawarau,24.4185
2008,Shotover,39.9809
2008,Hurunui,116.8687
2008,Waimakariri,79.9116
2008,Taieri,74.4557
2008,Sutton Stm,64.848
2008,Mataura,308.0162
2008,Oreti,374.0242
2008,Waiau,153.2335
2008,Monowai,15.379
2008,Waipaoa,214.3141
2008,Waikohu,180.7925
2008,Motu,110.9476
2008,Buller,51.5269
2008,Grey,94.6044
2008,Haast,19.7885
2008,Waipa,339.33
2008,Waikato,138.3303
2008,Waihou,455.4109
2008,Ohinemuri,239.1731
2008,Makaroro,35.6065
2008,Tukituki,203.8923
2008,Ngaruroro,53.4084
2008,Mohaka,77.1993
2008,Motueka,81.9173
2008,Wairau,38.9498
2008,Tarawera,114.1251
2008,Rangitaiki,202.8875
2008,Whirinaki,99.4304
2008,Opihi,275.7
2008,Opuha,109.6313
2008,Waitaki,18.6212
2008,Hakataramea,28.6929
2008,Whanganui,148.5697
2008,Tongariro,26.1519
2008,Waitara,208.4707
2008,Manganui,181.087
2008,Waingongoro,621.9998
2008,Rangitikei,86.9616
2008,Manawatu,240.3456
2008,Waitangi,208.8148
2008,Mangakahia,173.7789
2008,Wairua,294.2124
2008,Hutt,62.5301
2008,Ruamahanga,166.4203
2008,Saxton Creek,965.7875
2008,Orphanage Stream,308.1813
2008,Poorman Valley Stream,110.3208
2008,Jenkins Creek,287.2438
2008,York Stream,1175.2271
2008,The Brook,47.7088
2008,Maitai River,19.6125
2008,Sharland Creek,143.6146
2008,Groom Creek,53.8625
2008,Todds Valley,113.9104
2008,Wakapuaka River,42.3514
2008,Lud River,636.7812
2008,Teal River,36.7833
2008,Pritchards Stream,16.1458
2008,Whangamoa River,32.8809
2008,Graham Stream,15.2083
2008,Collins River,36.4458
2008,Dencker Creek,21.6958
2008,Hillwood Valley Creek,132.8283
2008,Waiharakeke River,231.4067
2008,Hatea River,283.3214
2008,Mangahahuru Stream,248.7075
2008,Awanui River,471.7124
2008,Waipapa River,257.7381
2008,Kerikeri River,381.0013
2008,Mangere Stream,636.4164
2008,Waiotu River,338.5293
2008,Whakapara River,316.8637
2008,Kaihu River,253.7234
2008,Opouteke River,125.2714
2008,Kaeo River,146.3741
2008,Waitangi River,304.2778
2008,Ruakaka River,480.0352
2008,Punakitere River,516.2275
2008,Victoria River,45.8989
2008,Waiarohia Stream,234.3012
2008,Waipao River,1245.0337
2008,Paparoa Stream,259.5163
2008,Mangamuka River,79.2563
2008,Oruru River,149.7189
2008,Utakura River,213.0463
2008,Hakaru River,322.5977
2008,Mangakahia River,116.5275
2008,Waimamaku River,135.6371
2008,Ngunguru River,185.2037
2008,Kauru River,49.3889
2008,Kakanui River,120.4466
2008,Waiareka Creek,409.2976
2008,Waianakarua River,55.5
2008,Trotter's Creek,115.6429
2008,Shag River,99.1282
2008,Waikouaiti River,62.8596
2008,Lindsays Creek,441.8571
2008,Water Of Leith,377.5273
2008,Kaikorai Stream,424.8673
2008,Taieri River,99.7621
2008,Kye Burn,120.1667
2008,Main Drain,691.8393
2008,Waipori River,57.5238
2008,Silverstream,173.0952
2008,Tokomairiro West Branch,199.175
2008,Mill Creek,142.3571
2008,Fraser River,31.9405
2008,Pomahaka River,206.9486
2008,Cardrona River,42.7024
2008,Manuherikia River,71.8095
2008,Lindis River,32.4762
2008,Heriot Burn,475.102
2008,Waipahi River,413.6486
2008,Wairuna Stream,900.7742
2008,Manuherikia,135.5085
2008,Waitahuna River,129.3214
2008,Dart River,61.7439
2008,Matukituki River,54.1667
2008,Luggate Creek,28.0476
2008,Hawea River,14.0238
2008,Catlins River,159.2449
2008,Aorere,78.8995
2008,Black Vly,90.8311
2008,Graham,138.2087
2008,Hunters,4.9238
2008,Kaituna,43.8451
2008,Kikiwa,176.675
2008,Lee,12.0241
2008,Little Sydney,225.4839
2008,Mangles,86.8956
2008,Matakitaki,6.1367
2008,Motupiko,24.9685
2008,Motupipi,1447.1287
2008,Murchison Ck,218.3667
2008,Onahau,178.4933
2008,Onekaka,45.8863
2008,Reservoir Ck,44.118
2008,Riwaka,28.1
2008,Roding,94.8013
2008,Sherry,139.6951
2008,Takaka,44.8769
2008,Waimea,183.9042
2008,Wairoa,7.038
2008,Waiwhero,54.77
2008,Wangapeka,36.7569
2008,Powell,1322.6981
2008,Tasman,299.3854
2008,Seaton Vly,192.1933
2008,Winter,164.6467
2008,Mangaehu River,166.7964
2008,Maketawa Stream,266.8124
2008,Mangaoraka Stream,1248.9063
2008,Patea River,247.4039
2008,Punehu Stream,298.2277
2008,Stony River,39.7773
2008,Waingongoro River,421.0298
2008,Waiwhakaiho River,810.0573
2008,Arnold River,52.2303
2008,Baker Creek,154.9256
2008,Berry Creek,195.675
2008,Blackwater Creek,514.4484
2008,Bradshaws Creek,129.5175
2008,Burkes Creek,150.5587
2008,Crooked River,63.5006
2008,Duck Creek,132.1625
2008,Ellis Creek,64.1062
2008,Ford Creek,34.9831
2008,Harris Creek,105.1812
2008,La Fontaine Stream,71.269
2008,Molloy Creek,113.7674
2008,Mawheraiti River,81.7833
2008,Murray Creek,146.1144
2008,Nelson Creek,168.8209
2008,Okutua Creek,23.7656
2008,Orowaiti River,144.0444
2008,Page Stream,39.8157
2008,Poerua River,148.0179
2008,Sawyers Creek,575.0297
2008,Seven Mile Creek,77.5047
2008,Unnamed Creek,427.9975
2008,Vickers Creek,115.1906
2008,Hohonu River,16.29
2008,Orangipuku River,105.5063
2008,Deep Creek,143.3056
2009,Manawatu,472.3134
2009,Takaka,86.0387
2009,Deep Creek,208.2222
2009,Matakana River,128.6834
2009,Mahurangi River,260.5426
2009,Waiwera River,319.6034
2009,West Hoe,76.8056
2009,Okura Creek,405.3611
2009,Vaughans,416.0833
2009,Oteha,286.9861
2009,Lucas,260.8889
2009,Opanuku,156.4666
2009,Oakley,684.8086
2009,Otara Creek,478.1104
2009,Pakuranga Creek,608.9074
2009,Otaki,616.3286
2009,Omaru,482.8508
2009,Wairoa River,401.0238
2009,Wairoa Trib,73.07
2009,Waitangi Stream,554.8746
2009,Puhinui Creek,360.8404
2009,Whangamaire,4513.6564
2009,Ngakaroa,1050.1999
2009,Papakura Stream,1565.8826
2009,Cascade Stream,292.489
2009,Kumeu River,280.9709
2009,Riverhead,152.649
2009,Kaukapakapa,346.0205
2009,Makerau,236.3684
2009,Raukokore River,23.381
2009,Nukuhou River,291.3776
2009,Waimana River,33.7794
2009,Whakatane River,53.8251
2009,Ngongotaha Stream,243.4923
2009,Rangitaiki River,158.7045
2009,Ohau Channel,74.7278
2009,Tarawera River,101.3486
2009,Lake Rotoiti Outlet to Kaituna,66.6359
2009,Kaituna River,169.9132
2009,Pongakawa River,412.5142
2009,Omanawa River,381.4128
2009,Puarenga Stream,314.805
2009,Waitahanui Stream,258.5002
2009,Haparapara,16.9996
2009,Waioeka River,49.5327
2009,Waimapu River,369.291
2009,Kopurererua Stream,373.5113
2009,Te Mania Stream,171.3211
2009,Omarama Stream,127.8071
2009,Willowburn,166.775
2009,Sutherlands Creek,159.3857
2009,Hakataramea River,43.4464
2009,Maerewhenua River,47.1929
2009,Otiake River,24.5381
2009,Penticotico Stream,342.7929
2009,Maryburn,25.55
2009,Otematata River,16.225
2009,Wairepo Creek,46.3524
2009,Cattle Creek,177.9714
2009,Deadman Stream,318.5357
2009,Ashburton River,240.591
2009,Smithfield Creek,1354.1321
2009,Rangitata River,144.0048
2009,Taumatakahu Stream,668.2143
2009,Temuka River,515.5643
2009,Raukapuka Creek,787.8571
2009,Waihi River,46.2143
2009,Tengawai River,266.6036
2009,Saltwater Creek,273.925
2009,Boundary Drain,2624.8286
2009,Petries Drain,1732.8679
2009,Rhodes Stream,3486.675
2009,Waihao River,181.5911
2009,Hae Hae Te Moana,42.1821
2009,Ohapi Creek,395.0143
2009,Buchanans Creek,344.4429
2009,Sir Charles Creek,947.8107
2009,Hook River,813.425
2009,Coopers Creek,487.8393
2009,Taitarakihi Creek,500.9714
2009,Mckinnons Stream,1447.9171
2009,Orari River,376.9821
2009,Forks Stream,18.8036
2009,Irishman Creek,17.9393
2009,Leader River,167.5571
2009,Waipara River,126.9339
2009,Ashley River,110.6143
2009,Taranaki Creek,441.7036
2009,Waikuku Stream,260.9821
2009,Cam River,324.6464
2009,Southbrook Stream,592.7107
2009,Cust River,1466.6107
2009,Ohoka River,1379.7036
2009,South Branch,149.05
2009,Aylmers Valley Stream,189.1839
2009,Kaituna Stream,126.4774
2009,LII Stream,1197.5012
2009,Selwyn River,1188.2471
2009,Waireka River,356.3071
2009,Boggy Creek,1846.7667
2009,Doyleston Drain,1126.0702
2009,Harts Creek,1725.175
2009,Rakaia River,30.8268
2009,Styx River,256.7663
2009,French Farm Stream,925.4036
2009,Halswell River,1043.9762
2009,Okuti River,188.7443
2009,Okana River,169.5957
2009,Conway River,140.2357
2009,Kowhai River,37.6643
2009,Lyell Creek,470.4179
2009,Okarahia Stream,112.6857
2009,Warren Creek,242.4107
2009,Lee River,1099.5321
2009,Waikewai Creek,1270.9071
2009,Middle Creek,621.6929
2009,Te Wharau Stream,181.5878
2009,Hawkins River,820.25
2009,Living Springs Stream,526.3333
2009,Waiau River,117.2361
2009,Mason River,114.4286
2009,Zephyr Stream,100.3102
2009,North Brook UpStream,212.8464
2009,Wainui Stream,501.5464
2009,Takamatua Stream,144.45
2009,Kahutara River,45.8821
2009,Blue Duck Creek,195.1214
2009,Hapuka River,29.7429
2009,Barrys Bay Stream,401.5839
2009,Pawsons Stream,722.1089
2009,Purau Stream,103.4102
2009,Teddington Stream,194.5286
2009,Mararoa River,112.696
2009,Aparima River,447.4221
2009,Pourakino River,475.1329
2009,Otautau Stream,1677.3191
2009,Oreti River,185.4862
2009,Cromel Stream,47.8677
2009,Irthing Stream,520.6018
2009,Winton Stream,1002.6901
2009,Makarewa River,893.1743
2009,Dunsdale Stream,144.2785
2009,Waikiwi Stream,1273.9384
2009,Waihopai River,926.8251
2009,Otepuni Creek,1073.0797
2009,Mataura River,426.7065
2009,Waikaia River,1067.3838
2009,Waikaka Stream,605.2296
2009,Mokoreta River,596.436
2009,Mimihau Stream Tributary,137.2836
2009,Otamita Stream,1018.0149
2009,Waimea Stream,1081.3537
2009,Waituna Creek,738.418
2009,Waikopikopiko Stream,119.9975
2009,Waikawa River,492.9509
2009,Waimatuku Stream,880.3074
2009,Oteramika Stream,980.277
2009,Upukeroa River,97.5513
2009,Mimihau Stream,561.252
2009,Otapiri Stream,416.6005
2009,Bog Burn,1002.9729
2009,Tussock Creek,1260.5704
2009,Opouriki Stream,1725.5101
2009,Mokotua Stream,163.552
2009,Currens Creek,638.7766
2009,Currens Creek Tributary,166.4526
2009,Moffat Creek,411.6518
2009,Orauea River,1066.0654
2009,Whitestone River,158.9563
2009,Tokanui River,430.8825
2009,Longridge Stream,1379.6645
2009,North Peak Stream,512.1428
2009,Sandstone Stream,1911.4582
2009,Waimea Stream tributary,1303.0745
2009,Awakino River,117.508
2009,Awaroa Stm (Rotowaro),283.4797
2009,Awaroa River (Waiuku),584.4269
2009,Hikutaia River,81.5955
2009,Hinemaiaia River,39.408
2009,Kaniwhaniwha Stm,173.731
2009,Karapiro Stm,317.0847
2009,Kauaeranga River,41.2472
2009,Kawaunui Stm,909.6116
2009,Kirikiriroa Stm,517.6974
2009,Komakorau Stm,1093.6355
2009,Kuratau River,127.1007
2009,Little Waipa Stm,740.7611
2009,Mangaharakeke Stm (Atiamuri),201.5483
2009,Mangakara Stm (Reporoa),520.1308
2009,Mangakino Stm (Whakamaru),243.8108
2009,Mangakotukutuku Stm (Rukuhia),605.3597
2009,Mangamingi Stm (Tokoroa),1155.5528
2009,Manganui River,139.5659
2009,Mangaohoi Stm,133.1912
2009,Mangaokewa Stm,238.8415
2009,Mangaone Stm,1032.9267
2009,Mangaonua Stm,501.6223
2009,Mangaotaki River,268.2068
2009,Mangapiko Stm (Pirongia/Te Awamutu),1095.1421
2009,Mangapu River,447.598
2009,Mangatangi River,265.8303
2009,Mangatutu Stm (Waikeria),199.9196
2009,Mangauika Stm,93.1166
2009,Mangawara Stm,777.5232
2009,Mangawhero Stm (Cambridge),951.7103
2009,Mangawhero Stm (Kaihere),147.3614
2009,Mapara Stm (Lake Taupo),314.4612
2009,Marokopa River,149.6121
2009,Matahuru Stm,462.8886
2009,Mokau River,218.4996
2009,Mokauiti Stm,214.9691
2009,Ohaeroa Stm,539.8862
2009,Ohautira Stm,235.1263
2009,Ohinemuri River,329.9744
2009,Ohote Stm,358.9547
2009,Oparau River,74.224
2009,Opuatia Stm,265.5746
2009,Oraka Stm,1149.2147
2009,Otamakokore Stm,370.1707
2009,Piako River,648.7172
2009,Piakonui Stm,137.0766
2009,Pokaiwhenua Stm,693.3929
2009,Pueto Stm,174.0422
2009,Puniu River,335.4086
2009,Tahunaatara Stm,225.2721
2009,Tairua River,45.4644
2009,Tapu River,61.1216
2009,Tawarau River,134.3789
2009,Tokaanu Stm,212.2333
2009,Torepatutahi Stm,241.6167
2009,Waerenga Stm,359.7368
2009,Waihaha River,50.7254
2009,Waihou River,350.8573
2009,Waikato River,145.1527
2009,Waingaro River (Pukemiro),207.4022
2009,Waiohotu Stm,113.1719
2009,Waiomou Stm,243.4237
2009,Waiotapu Stm,629.6482
2009,Waipa River,245.9282
2009,Waipapa Stm (Mokai),521.4032
2009,Waitahanui River,167.1489
2009,Waitakaruru River (Hauraki Plains),231.8343
2009,Waitawhiriwhiri Stm,625.0308
2009,Waitekauri River,99.0313
2009,Waitetuna River,190.4121
2009,Waitoa River,732.5055
2009,Waitomo Stm,250.1142
2009,Waiwawa River,39.5949
2009,Whakapipi Stm,1232.8508
2009,Whakauru Stm,185.0821
2009,Whangamarino River,429.6098
2009,Whangamata Stm (Kinloch),653.7167
2009,Whanganui Stm,143.7797
2009,Whangape Stm,511.5011
2009,Wharekawa River,84.6954
2009,Whareroa Stm (Taupo District),325.25
2009,Whirinaki Stm,315.1
2009,Tokaanu Power Station Tailrace Canal,23.6667
2009,Mangapouri Stream,872.7754
2009,Waitohu Stream,181.9654
2009,Otaki River,55.004
2009,Mangaone Stream,669.0087
2009,Ngarara Stream,412.7258
2009,Waikanae River,53.6921
2009,Whareroa Stream,183.1492
2009,Horokiri Stream,140.7422
2009,Pauatahanui Stream,138.3219
2009,Porirua Stream,488.5462
2009,Makara Stream,145.4686
2009,Karori Stream,615.4212
2009,Kaiwharawhara Stream,420.7946
2009,Hutt River,64.5665
2009,Pakuratahi River,85.5544
2009,Mangaroa River,158.7203
2009,Akatarawa River,35.9897
2009,Whakatikei River,42.8515
2009,Wainuiomata River,101.2923
2009,Orongorongo River,39.8235
2009,Ruamahanga River,144.644
2009,Mataikona Trib.,33.4466
2009,Taueru River,196.2644
2009,Kopuaranga River,352.1353
2009,Whangaehu River,278.1771
2009,Waipoua River,150.6885
2009,Waingawa River,34.3613
2009,Whareama River,261.7479
2009,Motuwaireka Stream,33.1675
2009,Totara Stream,24.0016
2009,Parkvale Trib.,1286.6106
2009,Parkvale Stream,563.977
2009,Waiohine River,65.8649
2009,Beef Creek,22.2748
2009,Mangatarere Stream,430.2752
2009,Huangarua River,102.4722
2009,Tauanui River,21.6293
2009,Awhea River,131.6968
2009,Coles Creek Trib.,38.0826
2009,Tauherenikau River,29.8995
